"library","version","artifact","publishDate","latestPatch","latestPatchPublishDate","patchStatus","groupId","versionTotalCveCount","versionCriticalCveCount","versionHighCveCount","latestPatchTotalCveCount","latestPatchCriticalCveCount","latestPatchHighCveCount","daysBetweenManagedAndLatestVersions","daysSinceLatestPatch"
"junit-vintage-engine","5.8.2","junit-vintage-engine","2021-11-28","5.8.2","2021-11-28","up-to-date","org.junit.vintage","0","0","0","0","0","0","0","1521"
"liquibase-cdi","4.9.1","liquibase-cdi","2022-03-29","4.9.1","2022-03-29","up-to-date","org.liquibase","0","0","0","0","0","0","0","1400"
"liquibase-core","4.9.1","liquibase-core","2022-03-29","4.9.1","2022-03-29","up-to-date","org.liquibase","0","0","0","0","0","0","0","1400"
"r2dbc-mariadb","1.1.2","r2dbc-mariadb","2022-06-27","1.1.4","2023-03-16","update-available","org.mariadb","0","0","0","0","0","0","262","1048"
"mariadb-java-client","3.1.4","mariadb-java-client","2023-04-27","3.1.4","2023-04-27","up-to-date","org.mariadb.jdbc","0","0","0","0","0","0","0","1006"
"pooled-jms","1.2.6","pooled-jms","2023-11-17","1.2.8","2024-04-26","update-available","org.messaginghub","0","0","0","0","0","0","161","641"
"mockito-android","4.5.1","mockito-android","2022-04-21","4.5.1","2022-04-21","up-to-date","org.mockito","0","0","0","0","0","0","0","1377"
"mockito-core","4.5.1","mockito-core","2022-04-21","4.5.1","2022-04-21","up-to-date","org.mockito","0","0","0","0","0","0","0","1377"
"mockito-errorprone","4.5.1","mockito-errorprone","2022-04-21","4.5.1","2022-04-21","up-to-date","org.mockito","0","0","0","0","0","0","0","1377"
"mockito-inline","4.5.1","mockito-inline","2022-04-21","4.5.1","2022-04-21","up-to-date","org.mockito","0","0","0","0","0","0","0","1377"
"mockito-junit-jupiter","4.5.1","mockito-junit-jupiter","2022-04-21","4.5.1","2022-04-21","up-to-date","org.mockito","0","0","0","0","0","0","0","1377"
"mockito-proxy","4.5.1","mockito-proxy","2022-04-21","4.5.1","2022-04-21","up-to-date","org.mockito","0","0","0","0","0","0","0","1377"
"bson","4.6.1","bson","2022-06-09","4.6.1","2022-06-09","up-to-date","org.mongodb","0","0","0","0","0","0","0","1328"
"bson-record-codec","4.6.1","bson-record-codec","2022-06-09","4.6.1","2022-06-09","up-to-date","org.mongodb","0","0","0","0","0","0","0","1328"
"mongodb-driver-core","4.6.1","mongodb-driver-core","2022-06-09","4.6.1","2022-06-09","up-to-date","org.mongodb","0","0","0","0","0","0","0","1328"
"mongodb-driver-legacy","4.6.1","mongodb-driver-legacy","2022-06-09","4.6.1","2022-06-09","up-to-date","org.mongodb","0","0","0","0","0","0","0","1328"
"mongodb-driver-reactivestreams","4.6.1","mongodb-driver-reactivestreams","2022-06-09","4.6.1","2022-06-09","up-to-date","org.mongodb","0","0","0","0","0","0","0","1328"
"mongodb-driver-sync","4.6.1","mongodb-driver-sync","2022-06-09","4.6.1","2022-06-09","up-to-date","org.mongodb","0","0","0","0","0","0","0","1328"
"apache-el","9.0.52","apache-el","2021-08-27","9.0.111","unknown","update-available","org.mortbay.jasper","0","0","0","0","0","0","",""
"neo4j-java-driver","4.4.12","neo4j-java-driver","2023-06-29","4.4.21","unknown","update-available","org.neo4j.driver","0","0","0","0","0","0","",""
"postgresql","42.3.8","postgresql","2022-11-23","42.3.10","2024-03-13","update-available","org.postgresql","1","1","0","0","0","0","476","685"
"r2dbc-postgresql","0.9.2.RELEASE","r2dbc-postgresql","2022-09-01","0.9.3.RELEASE","2022-11-10","update-available","org.postgresql","0","0","0","0","0","0","70","1174"
"lombok","1.18.30","lombok","2023-09-19","1.18.42","unknown","update-available","org.projectlombok","0","0","0","0","0","0","",""
"quartz","2.3.2","quartz","2019-10-23","2.3.2","2019-10-23","up-to-date","org.quartz-scheduler","0","0","0","0","0","0","0","2288"
"quartz-jobs","2.3.2","quartz-jobs","2019-10-23","2.3.2","2019-10-23","up-to-date","org.quartz-scheduler","0","0","0","0","0","0","0","2288"
"reactive-streams","1.0.4","reactive-streams","2022-05-22","1.0.4","2022-05-22","up-to-date","org.reactivestreams","0","0","0","0","0","0","0","1346"
"htmlunit-driver","3.61.0","htmlunit-driver","2022-04-25","3.61.0","2022-04-25","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1373"
"lift","4.1.4","lift","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-api","4.1.4","selenium-api","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-chrome-driver","4.1.4","selenium-chrome-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-chromium-driver","4.1.4","selenium-chromium-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-devtools-v100","4.1.4","selenium-devtools-v100","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-devtools-v101","4.1.4","selenium-devtools-v101","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-devtools-v85","4.1.4","selenium-devtools-v85","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-devtools-v99","4.1.4","selenium-devtools-v99","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-edge-driver","4.1.4","selenium-edge-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-firefox-driver","4.1.4","selenium-firefox-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-grid","4.1.4","selenium-grid","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-http","4.1.4","selenium-http","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-ie-driver","4.1.4","selenium-ie-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-java","4.1.4","selenium-java","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-json","4.1.4","selenium-json","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-opera-driver","4.1.4","selenium-opera-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-remote-driver","4.1.4","selenium-remote-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-safari-driver","4.1.4","selenium-safari-driver","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-session-map-jdbc","4.1.4","selenium-session-map-jdbc","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-session-map-redis","4.1.4","selenium-session-map-redis","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"selenium-support","4.1.4","selenium-support","2022-04-27","4.1.4","2022-04-27","up-to-date","org.seleniumhq.selenium","0","0","0","0","0","0","0","1371"
"jsonassert","1.5.1","jsonassert","2022-07-04","1.5.3","2024-06-28","update-available","org.skyscreamer","0","0","0","0","0","0","725","578"
"jcl-over-slf4j","1.7.36","jcl-over-slf4j","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"jul-to-slf4j","1.7.36","jul-to-slf4j","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"log4j-over-slf4j","1.7.36","log4j-over-slf4j","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-api","1.7.36","slf4j-api","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-ext","1.7.36","slf4j-ext","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-jcl","1.7.36","slf4j-jcl","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-jdk14","1.7.36","slf4j-jdk14","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-log4j12","1.7.36","slf4j-log4j12","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-nop","1.7.36","slf4j-nop","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"slf4j-simple","1.7.36","slf4j-simple","2022-02-08","1.7.36","2022-02-08","up-to-date","org.slf4j","0","0","0","0","0","0","0","1449"
"spring-aop","5.3.31","spring-aop","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-aspects","5.3.31","spring-aspects","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-beans","5.3.31","spring-beans","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-context","5.3.31","spring-context","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","2","0","0","2","0","0","272","531"
"spring-context-indexer","5.3.31","spring-context-indexer","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-context-support","5.3.31","spring-context-support","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-core","5.3.31","spring-core","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","1","0","1","1","0","1","272","531"
"spring-expression","5.3.31","spring-expression","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","1","0","0","0","0","0","272","531"
"spring-instrument","5.3.31","spring-instrument","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-jcl","5.3.31","spring-jcl","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-jdbc","5.3.31","spring-jdbc","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-jms","5.3.31","spring-jms","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-messaging","5.3.31","spring-messaging","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-orm","5.3.31","spring-orm","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-oxm","5.3.31","spring-oxm","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-r2dbc","5.3.31","spring-r2dbc","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-test","5.3.31","spring-test","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-tx","5.3.31","spring-tx","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","0","0","0","0","0","0","272","531"
"spring-web","5.3.31","spring-web","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","6","1","3","2","1","0","272","531"
"spring-webflux","5.3.31","spring-webflux","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","2","0","2","2","0","2","272","531"
"spring-webmvc","5.3.31","spring-webmvc","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","4","0","2","4","0","2","272","531"
"spring-websocket","5.3.31","spring-websocket","2023-11-16","5.3.39","2024-08-14","update-available","org.springframework","1","0","0","1","0","0","272","531"
"spring-amqp","2.4.17","spring-amqp","2023-10-16","2.4.17","2023-10-16","up-to-date","org.springframework.amqp","0","0","0","0","0","0","0","834"
"spring-rabbit","2.4.17","spring-rabbit","2023-10-16","2.4.17","2023-10-16","up-to-date","org.springframework.amqp","0","0","0","0","0","0","0","834"
"spring-rabbit-junit","2.4.17","spring-rabbit-junit","2023-10-16","2.4.17","2023-10-16","up-to-date","org.springframework.amqp","0","0","0","0","0","0","0","834"
"spring-rabbit-stream","2.4.17","spring-rabbit-stream","2023-10-16","2.4.17","2023-10-16","up-to-date","org.springframework.amqp","0","0","0","0","0","0","0","834"
"spring-rabbit-test","2.4.17","spring-rabbit-test","2023-10-16","2.4.17","2023-10-16","up-to-date","org.springframework.amqp","0","0","0","0","0","0","0","834"
"spring-batch-core","4.3.10","spring-batch-core","2023-11-22","4.3.10","2023-11-22","up-to-date","org.springframework.batch","0","0","0","0","0","0","0","797"
"spring-batch-infrastructure","4.3.10","spring-batch-infrastructure","2023-11-22","4.3.10","2023-11-22","up-to-date","org.springframework.batch","0","0","0","0","0","0","0","797"
"spring-batch-integration","4.3.10","spring-batch-integration","2023-11-22","4.3.10","2023-11-22","up-to-date","org.springframework.batch","0","0","0","0","0","0","0","797"
"spring-batch-test","4.3.10","spring-batch-test","2023-11-22","4.3.10","2023-11-22","up-to-date","org.springframework.batch","0","0","0","0","0","0","0","797"
"spring-boot","2.7.18","spring-boot","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","1","0","1","1","0","1","0","796"
"spring-boot-actuator","2.7.18","spring-boot-actuator","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-actuator-autoconfigure","2.7.18","spring-boot-actuator-autoconfigure","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-autoconfigure","2.7.18","spring-boot-autoconfigure","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-autoconfigure-processor","2.7.18","spring-boot-autoconfigure-processor","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-buildpack-platform","2.7.18","spring-boot-buildpack-platform","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-configuration-metadata","2.7.18","spring-boot-configuration-metadata","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-configuration-processor","2.7.18","spring-boot-configuration-processor","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-devtools","2.7.18","spring-boot-devtools","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-jarmode-layertools","2.7.18","spring-boot-jarmode-layertools","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-loader","2.7.18","spring-boot-loader","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","1","0","1","1","0","1","0","796"
"spring-boot-loader-tools","2.7.18","spring-boot-loader-tools","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-properties-migrator","2.7.18","spring-boot-properties-migrator","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter","2.7.18","spring-boot-starter","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-activemq","2.7.18","spring-boot-starter-activemq","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-actuator","2.7.18","spring-boot-starter-actuator","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-amqp","2.7.18","spring-boot-starter-amqp","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-aop","2.7.18","spring-boot-starter-aop","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-artemis","2.7.18","spring-boot-starter-artemis","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-batch","2.7.18","spring-boot-starter-batch","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-cache","2.7.18","spring-boot-starter-cache","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-cassandra","2.7.18","spring-boot-starter-data-cassandra","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-cassandra-reactive","2.7.18","spring-boot-starter-data-cassandra-reactive","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-couchbase","2.7.18","spring-boot-starter-data-couchbase","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-couchbase-reactive","2.7.18","spring-boot-starter-data-couchbase-reactive","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-elasticsearch","2.7.18","spring-boot-starter-data-elasticsearch","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-jdbc","2.7.18","spring-boot-starter-data-jdbc","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-jpa","2.7.18","spring-boot-starter-data-jpa","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-ldap","2.7.18","spring-boot-starter-data-ldap","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-mongodb","2.7.18","spring-boot-starter-data-mongodb","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-mongodb-reactive","2.7.18","spring-boot-starter-data-mongodb-reactive","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-neo4j","2.7.18","spring-boot-starter-data-neo4j","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-r2dbc","2.7.18","spring-boot-starter-data-r2dbc","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-redis","2.7.18","spring-boot-starter-data-redis","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-redis-reactive","2.7.18","spring-boot-starter-data-redis-reactive","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-data-rest","2.7.18","spring-boot-starter-data-rest","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-freemarker","2.7.18","spring-boot-starter-freemarker","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-graphql","2.7.18","spring-boot-starter-graphql","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-groovy-templates","2.7.18","spring-boot-starter-groovy-templates","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-hateoas","2.7.18","spring-boot-starter-hateoas","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-integration","2.7.18","spring-boot-starter-integration","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-jdbc","2.7.18","spring-boot-starter-jdbc","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-jersey","2.7.18","spring-boot-starter-jersey","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-jetty","2.7.18","spring-boot-starter-jetty","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-jooq","2.7.18","spring-boot-starter-jooq","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-json","2.7.18","spring-boot-starter-json","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-jta-atomikos","2.7.18","spring-boot-starter-jta-atomikos","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-log4j2","2.7.18","spring-boot-starter-log4j2","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-logging","2.7.18","spring-boot-starter-logging","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-mail","2.7.18","spring-boot-starter-mail","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-mustache","2.7.18","spring-boot-starter-mustache","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-oauth2-client","2.7.18","spring-boot-starter-oauth2-client","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-oauth2-resource-server","2.7.18","spring-boot-starter-oauth2-resource-server","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-quartz","2.7.18","spring-boot-starter-quartz","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-reactor-netty","2.7.18","spring-boot-starter-reactor-netty","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-rsocket","2.7.18","spring-boot-starter-rsocket","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-security","2.7.18","spring-boot-starter-security","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-test","2.7.18","spring-boot-starter-test","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-thymeleaf","2.7.18","spring-boot-starter-thymeleaf","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-tomcat","2.7.18","spring-boot-starter-tomcat","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-undertow","2.7.18","spring-boot-starter-undertow","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-validation","2.7.18","spring-boot-starter-validation","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-web","2.7.18","spring-boot-starter-web","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-web-services","2.7.18","spring-boot-starter-web-services","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-webflux","2.7.18","spring-boot-starter-webflux","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-starter-websocket","2.7.18","spring-boot-starter-websocket","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-test","2.7.18","spring-boot-test","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-boot-test-autoconfigure","2.7.18","spring-boot-test-autoconfigure","2023-11-23","2.7.18","2023-11-23","up-to-date","org.springframework.boot","0","0","0","0","0","0","0","796"
"spring-data-cassandra","3.4.18","spring-data-cassandra","2023-11-17","3.4.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-commons","2.7.18","spring-data-commons","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-couchbase","4.4.18","spring-data-couchbase","2023-11-17","4.4.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-elasticsearch","4.4.18","spring-data-elasticsearch","2023-11-17","4.4.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-envers","2.7.18","spring-data-envers","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-geode","2.7.18","spring-data-geode","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-jdbc","2.4.18","spring-data-jdbc","2023-11-17","2.4.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-jpa","2.7.18","spring-data-jpa","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-keyvalue","2.7.18","spring-data-keyvalue","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-ldap","2.7.18","spring-data-ldap","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-mongodb","3.4.18","spring-data-mongodb","2023-11-17","3.4.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-neo4j","6.3.18","spring-data-neo4j","2023-11-17","6.3.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-r2dbc","1.5.18","spring-data-r2dbc","2023-11-17","1.5.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-redis","2.7.18","spring-data-redis","2023-11-17","2.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-relational","2.4.18","spring-data-relational","2023-11-17","2.4.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
